MiningPower,NON,Height,Onchain,Orphan,AttackSuccess,BuildTime
0.010,1000,50,3,6,0,1
0.010,1000,100,3,4,0,1
0.010,1000,200,3,5,0,1
0.010,1000,250,7,5,0,1
0.010,3000,30,2,5,0,1
0.010,3000,50,1,8,0,2
0.010,3000,100,12,5,1,3
0.010,3000,200,12,12,1,4
0.010,3000,250,15,13,0,2
0.010,6000,30,5,3,1,4
0.010,6000,50,5,4,1,6
0.010,6000,100,6,7,1,13
0.010,6000,200,8,7,1,17
0.010,6000,250,9,8,1,6
0.010,8000,30,4,7,1,10
0.010,8000,50,5,4,1,18
0.010,8000,100,8,3,1,35
0.010,8000,200,13,3,1,48
0.010,8000,250,10,4,1,9
0.010,8050,30,5,9,1,14
0.010,8050,50,2,4,0,29
0.010,8050,100,7,5,1,54
0.010,8050,200,6,9,1,1
0.010,8050,250,13,7,1,9
0.030,300,30,2,5,0,10
0.030,300,50,5,5,0,13
0.030,300,100,11,6,0,29
0.030,300,200,21,5,0,1
0.030,300,250,22,7,1,3
0.030,1000,30,4,5,1,1
0.030,1000,50,6,2,1,11
0.030,1000,100,2,5,0,859
0.030,1000,200,15,3,1,867
0.030,1000,250,17,3,1,1
0.030,3000,30,6,6,1,1
0.030,3000,50,8,4,1,1
0.030,3000,100,11,5,1,1
0.030,3000,200,26,12,1,1
0.030,3000,250,18,8,1,2
0.030,6000,30,7,2,1,3
0.030,6000,50,4,7,1,4
0.030,6000,100,10,4,1,2
0.030,6000,200,12,5,1,4
0.030,6000,250,13,3,1,7
0.030,8000,30,6,5,1,13
0.030,8000,50,5,2,1,14
0.030,8000,100,6,4,1,6
0.030,8000,200,18,2,1,10
0.030,8000,250,15,4,1,19
0.030,8050,30,6,3,1,34
0.030,8050,50,5,4,1,45
0.030,8050,100,9,3,1,10
0.030,8050,200,12,4,1,14
0.030,8050,250,17,3,1,25
0.070,300,30,8,3,1,56
0.070,300,50,10,2,1,1
0.070,300,100,10,4,1,5
0.070,300,200,20,3,1,10
0.070,300,250,31,2,1,14
0.070,1000,30,5,4,1,32
0.070,1000,50,5,3,1,57
0.070,1000,100,12,4,1,1
0.070,1000,200,27,2,1,12
0.070,1000,250,22,4,1,824
0.070,3000,30,10,2,1,871
0.070,3000,50,6,4,1,1
0.070,3000,100,11,6,1,1
0.070,3000,200,17,3,1,1
0.070,3000,250,29,2,1,1
0.070,6000,30,10,2,1,1
0.070,6000,50,6,2,1,2
0.070,6000,100,8,2,1,3
0.070,6000,200,23,2,1,4
0.070,6000,250,41,2,1,2
0.070,8000,30,6,2,1,4
0.070,8000,50,8,2,1,7
0.070,8000,100,8,3,1,13
0.070,8000,200,25,4,1,17
0.070,8000,250,21,2,1,6
0.070,8050,30,10,2,1,9
0.070,8050,50,10,2,1,14
0.070,8050,100,12,2,1,39
0.070,8050,200,23,2,1,44
0.070,8050,250,21,2,1,10
0.080,300,30,7,3,1,14
0.080,300,50,6,2,1,26
0.080,300,100,14,4,1,55
0.080,300,200,20,3,1,1
0.080,300,250,32,4,1,10
0.080,1000,30,5,4,1,10
0.080,1000,50,9,3,1,14
0.080,1000,100,14,2,1,25
0.080,1000,200,17,2,1,57
0.080,1000,250,22,2,1,1
0.080,3000,30,8,3,1,10
0.080,3000,50,10,2,1,871
0.080,3000,100,12,8,0,840
0.080,3000,200,26,2,1,1
0.080,3000,250,25,3,1,1
0.080,6000,30,5,4,1,1
0.080,6000,50,11,2,1,1
0.080,6000,100,13,2,1,1
0.080,6000,200,27,3,1,2
0.080,6000,250,24,3,1,3
0.080,8000,30,5,3,1,4
0.080,8000,50,4,3,1,2
0.080,8000,100,14,2,1,3
0.080,8000,200,27,2,1,6
0.080,8000,250,14,2,1,14
0.080,8050,30,4,3,1,18
0.080,8050,50,12,2,1,6
0.080,8050,100,12,2,1,10
0.080,8050,200,21,2,1,20
0.080,8050,250,20,2,1,38
0.100,300,30,5,2,1,34
0.100,300,50,11,3,1,9
0.100,300,100,17,5,1,15
0.100,300,200,24,5,1,28
0.100,300,250,28,3,1,56
0.100,1000,30,6,2,1,1
0.100,1000,50,5,2,1,11
0.100,1000,100,9,2,1,10
0.100,1000,200,23,2,1,13
0.100,1000,250,29,3,1,28
0.100,3000,30,7,3,1,57
0.100,3000,50,13,2,1,1
0.100,3000,100,17,3,1,12
0.100,3000,200,21,3,1,809
0.100,3000,250,34,3,1,854
0.100,6000,30,6,2,1,1
0.100,6000,50,7,4,1,1
0.100,6000,100,11,4,1,1
0.100,6000,200,30,2,1,1
0.100,6000,250,35,3,1,1
0.100,8000,30,7,3,1,2
0.100,8000,50,13,2,1,3
0.100,8000,100,15,5,1,4
0.100,8000,200,19,2,1,2
0.100,8000,250,21,2,1,3
0.100,8050,30,6,5,1,6
0.100,8050,50,10,2,1,13
0.100,8050,100,11,3,1,17
0.100,8050,200,33,2,1,6
0.100,8050,250,32,4,1,10
0.007,300,30,4,7,1,18
0.007,300,50,4,2,0,36
0.007,300,100,6,3,0,48
0.007,300,200,8,4,0,8
0.007,300,250,12,7,0,14
0.007,1000,30,4,3,1,28
0.007,1000,50,1,3,0,50
0.007,1000,100,3,6,0,1
0.007,1000,200,3,4,0,9
0.007,1000,250,8,4,0,9
0.007,3000,30,6,8,1,15
0.007,3000,50,6,17,1,29
0.007,3000,100,4,20,0,57
0.007,3000,200,8,11,0,54
0.007,3000,250,9,10,0,865
0.007,6000,30,5,4,1,854
0.007,6000,50,4,14,1,1
0.007,6000,100,3,8,0,1
0.007,6000,200,10,7,1,1
0.007,6000,250,4,5,0,1
0.007,8000,30,2,9,0,1
0.007,8000,50,4,6,1,2
0.007,8000,100,6,7,1,3
0.007,8000,200,8,4,1,4
0.007,8000,250,7,14,0,2
0.007,8050,30,7,4,1,4
0.007,8050,50,4,11,1,7
0.007,8050,100,6,2,1,13
0.007,8050,200,9,3,1,16
0.007,8050,250,10,4,1,6
0.010,300,30,3,4,0,10
0.010,300,50,2,5,0,19
0.010,300,100,5,8,0,33
0.010,300,200,10,6,0,45
0.010,300,250,19,8,0,9
0.010,1000,30,1,6,0,15
0.010,1000,50,4,4,0,29
0.010,1000,100,3,6,0,55
0.010,1000,200,7,4,0,1
0.010,1000,250,7,5,0,10
0.010,3000,30,5,9,0,9
0.010,3000,50,6,4,1,14
0.010,3000,100,12,6,1,28
0.010,3000,200,13,20,0,56
0.010,3000,250,16,7,0,1
0.010,6000,30,4,5,1,10
0.010,6000,50,7,4,1,811
0.010,6000,100,7,8,1,859
0.010,6000,200,14,5,0,1
0.010,6000,250,10,10,1,1
0.010,8000,30,4,6,1,1
0.010,8000,50,5,11,1,1
0.010,8000,100,9,13,1,1
0.010,8000,200,7,2,1,2
0.010,8000,250,8,5,1,3
0.010,8050,30,5,2,1,4
0.010,8050,50,2,12,0,2
0.010,8050,100,5,6,1,4
0.010,8050,200,7,11,1,8
0.010,8050,250,12,5,1,16
0.030,300,30,2,3,0,14
0.030,300,50,2,7,0,5
0.030,300,100,6,5,0,8
0.030,300,200,17,2,1,18
0.030,300,250,12,6,0,38
0.030,1000,30,5,2,1,43
0.030,1000,50,4,2,1,9
0.030,1000,100,6,2,1,15
0.030,1000,200,17,2,1,28
0.030,1000,250,19,3,1,55
0.030,3000,30,6,3,1,1
0.030,3000,50,7,4,1,4
0.030,3000,100,12,4,1,10
0.030,3000,200,21,5,1,14
0.030,3000,250,24,4,1,29
0.030,6000,30,4,7,1,57
0.030,6000,50,6,3,1,1
0.030,6000,100,7,4,1,10
0.030,6000,200,8,3,1,896
0.030,6000,250,16,3,1,828
0.030,8000,30,4,3,1,1
0.030,8000,50,5,3,1,1
0.030,8000,100,9,6,1,1
0.030,8000,200,8,3,1,1
0.030,8000,250,15,4,1,1
0.030,8050,30,5,2,1,2
0.030,8050,50,7,3,1,3
0.030,8050,100,9,6,1,4
0.030,8050,200,11,3,1,2
0.030,8050,250,13,4,1,4
0.070,300,30,5,4,1,7
0.070,300,50,8,3,1,13
0.070,300,100,13,2,1,17
0.070,300,200,23,2,1,6
0.070,300,250,22,4,1,9
0.070,1000,30,8,2,1,18
0.070,1000,50,8,2,1,36
0.070,1000,100,11,2,1,44
0.070,1000,200,22,2,1,9
0.070,1000,250,19,4,1,14
0.070,3000,30,6,4,1,22
0.070,3000,50,7,4,1,57
0.070,3000,100,12,4,1,1
0.070,3000,200,24,3,1,9
0.070,3000,250,30,2,1,10
0.070,6000,30,4,2,1,15
0.070,6000,50,8,2,1,28
0.070,6000,100,13,5,1,54
0.070,6000,200,17,3,1,1
0.070,6000,250,25,3,1,17
0.070,8000,30,7,2,1,936
0.070,8000,50,8,2,1,1
0.070,8000,100,13,3,1,1
0.070,8000,200,15,3,1,1
0.070,8000,250,24,2,1,1
0.070,8050,30,4,2,1,1
0.070,8050,50,5,3,1,1
0.070,8050,100,11,2,1,2
0.070,8050,200,25,3,1,3
0.070,8050,250,21,2,1,4
0.080,300,30,8,3,1,2
0.080,300,50,12,3,1,4
0.080,300,100,14,3,1,7
0.080,300,200,18,3,1,11
0.080,300,250,39,4,1,17
0.080,1000,30,5,3,1,6
0.080,1000,50,7,2,1,10
0.080,1000,100,10,2,1,20
0.080,1000,200,27,3,1,37
0.080,1000,250,18,4,1,45
0.080,3000,30,5,3,1,9
0.080,3000,50,9,4,1,15
0.080,3000,100,18,3,1,32
0.080,3000,200,23,3,1,57
0.080,3000,250,36,3,1,1
0.080,6000,30,7,2,1,10
0.080,6000,50,7,4,1,10
0.080,6000,100,18,2,1,15
0.080,6000,200,29,3,1,27
0.080,6000,250,34,3,1,57
0.080,8000,30,5,2,1,1
0.080,8000,50,6,4,1,16
0.080,8000,100,15,3,1,794
0.080,8000,200,24,2,1,843
0.080,8000,250,29,4,1,1
0.080,8050,30,5,2,1,1
0.080,8050,50,7,3,1,1
0.080,8050,100,9,2,1,1
0.080,8050,200,15,4,1,1
0.080,8050,250,28,2,1,2
0.100,300,30,10,2,1,4
0.100,300,50,13,2,1,4
0.100,300,100,11,3,1,2
0.100,300,200,29,2,1,4
0.100,300,250,34,2,1,7
0.100,1000,30,6,2,1,14
0.100,1000,50,13,2,1,17
0.100,1000,100,16,2,1,6
0.100,1000,200,27,3,1,10
0.100,1000,250,34,3,1,19
0.100,3000,30,8,3,1,39
0.100,3000,50,11,3,1,49
0.100,3000,100,16,3,1,10
0.100,3000,200,27,6,1,15
0.100,3000,250,36,5,1,28
0.100,6000,30,8,3,1,52
0.100,6000,50,12,2,1,1
0.100,6000,100,15,2,1,11
0.100,6000,200,26,2,1,8
0.100,6000,250,31,5,1,15
0.100,8000,30,6,3,1,29
0.100,8000,50,10,2,1,58
0.100,8000,100,18,2,1,1
0.100,8000,200,27,3,1,6
0.100,8000,250,29,2,1,807
0.100,8050,30,8,2,1,842
0.100,8050,50,8,2,1,1
0.100,8050,100,13,2,1,1
0.100,8050,200,17,2,1,1
0.100,8050,250,35,2,1,1
0.007,300,30,2,8,0,1
0.007,300,50,1,8,0,2
0.007,300,100,6,8,0,3
0.007,300,200,8,4,0,4
0.007,300,250,9,4,0,2
0.007,1000,30,1,3,0,4
0.007,1000,50,4,2,1,7
0.007,1000,100,1,6,0,14
0.007,1000,200,6,9,0,17
0.007,1000,250,6,4,0,6
0.007,3000,30,5,8,0,10
0.007,3000,50,9,13,1,19
0.007,3000,100,7,9,1,35
0.007,3000,200,11,12,0,48
0.007,3000,250,12,16,0,9
0.007,6000,30,1,15,0,15
0.007,6000,50,4,6,1,27
0.007,6000,100,6,11,1,56
0.007,6000,200,7,10,1,1
0.007,6000,250,7,14,0,11
0.007,8000,30,4,7,1,8
0.007,8000,50,2,6,0,16
0.007,8000,100,3,9,0,29
0.007,8000,200,5,10,0,46
0.007,8000,250,7,15,1,1
0.007,8050,30,5,4,1,10
0.007,8050,50,5,13,1,900
0.007,8050,100,5,5,1,871
0.007,8050,200,8,6,1,1
0.007,8050,250,10,6,1,1
0.010,300,30,2,5,0,1
0.010,300,50,2,4,0,1
0.010,300,100,4,6,0,1
0.010,300,200,10,8,0,2
0.010,300,250,15,5,0,3
0.010,1000,30,4,3,1,4
0.010,1000,50,1,6,0,2
0.010,1000,100,2,5,0,4
0.010,1000,200,4,5,0,7
0.010,1000,250,8,4,0,14
0.010,3000,30,1,5,0,16
0.010,3000,50,7,9,1,6
0.010,3000,100,8,6,1,10
0.010,3000,200,6,16,0,18
0.010,3000,250,20,10,0,38
0.010,6000,30,4,9,1,44
0.010,6000,50,6,6,1,10
0.010,6000,100,9,6,1,15
0.010,6000,200,10,7,1,26
0.010,6000,250,13,3,1,56
0.010,8000,30,4,7,1,1
0.010,8000,50,4,4,1,2
0.010,8000,100,7,5,1,10
0.010,8000,200,5,5,0,15
0.010,8000,250,7,7,1,25
0.010,8050,30,1,9,0,52
0.010,8050,50,4,7,1,1
0.010,8050,100,9,7,1,5
0.010,8050,200,6,6,1,814
0.010,8050,250,13,5,1,856
0.030,300,30,7,3,1,1
0.030,300,50,6,4,1,1
0.030,300,100,7,7,1,1
0.030,300,200,22,4,0,1
0.030,300,250,14,7,0,1
0.030,1000,30,7,2,1,2
0.030,1000,50,5,3,1,3
0.030,1000,100,5,3,1,4
0.030,1000,200,18,2,1,2
0.030,1000,250,11,2,1,4
0.030,3000,30,6,9,1,7
0.030,3000,50,9,14,1,14
0.030,3000,100,5,7,1,17
0.030,3000,200,17,4,1,5
0.030,3000,250,18,2,1,8
0.030,6000,30,4,4,1,19
0.030,6000,50,7,3,1,38
0.030,6000,100,8,5,0,47
0.030,6000,200,11,6,1,10
0.030,6000,250,21,3,1,15
0.030,8000,30,4,2,1,29
0.030,8000,50,5,2,1,53
0.030,8000,100,7,2,1,1
0.030,8000,200,13,2,1,8
0.030,8000,250,12,2,1,10
0.030,8050,30,6,3,1,12
0.030,8050,50,7,2,1,29
0.030,8050,100,9,3,1,56
0.030,8050,200,14,2,1,1
0.030,8050,250,17,3,1,11
0.070,300,30,6,3,1,818
0.070,300,50,11,2,1,940
0.070,300,100,8,5,0,1
0.070,300,200,24,3,1,1
0.070,300,250,37,6,1,1
0.070,1000,30,5,4,1,1
0.070,1000,50,7,2,1,1
0.070,1000,100,14,5,1,2
0.070,1000,200,18,3,1,4
0.070,1000,250,16,2,1,4
0.070,3000,30,7,2,1,2
0.070,3000,50,7,3,1,4
0.070,3000,100,13,2,1,7
0.070,3000,200,29,5,1,13
0.070,3000,250,31,5,1,17
0.070,6000,30,9,3,1,7
0.070,6000,50,6,3,1,8
0.070,6000,100,10,3,1,19
0.070,6000,200,22,2,1,36
0.070,6000,250,20,2,1,48
0.070,8000,30,5,2,1,9
0.070,8000,50,11,2,1,15
0.070,8000,100,13,2,1,29
0.070,8000,200,15,5,1,56
0.070,8000,250,24,2,1,1
0.070,8050,30,5,4,1,10
0.070,8050,50,7,2,1,10
0.070,8050,100,7,2,1,16
0.070,8050,200,23,4,1,28
0.070,8050,250,16,2,1,56
0.080,300,30,7,6,1,1
0.080,300,50,10,3,1,9
0.080,300,100,11,3,1,807
0.080,300,200,19,3,1,935
0.080,300,250,28,5,0,1
0.080,1000,30,7,3,1,1
0.080,1000,50,7,3,1,1
0.080,1000,100,11,2,1,1
0.080,1000,200,16,2,1,1
0.080,1000,250,24,3,1,2
0.080,3000,30,7,2,1,3
0.080,3000,50,9,3,1,4
0.080,3000,100,14,4,1,2
0.080,3000,200,20,2,1,3
0.080,3000,250,31,5,1,7
0.080,6000,30,5,3,1,14
0.080,6000,50,8,3,1,17
0.080,6000,100,12,4,1,6
0.080,6000,200,21,2,1,10
0.080,6000,250,24,2,1,18
0.080,8000,30,7,2,1,37
0.080,8000,50,6,4,1,50
0.080,8000,100,15,2,1,9
0.080,8000,200,22,2,1,15
0.080,8000,250,31,2,1,29
0.080,8050,30,4,2,1,50
0.080,8050,50,5,2,1,1
0.080,8050,100,13,2,1,9
0.080,8050,200,22,2,1,10
0.080,8050,250,20,3,1,15
0.100,300,30,8,2,1,29
0.100,300,50,13,3,1,46
0.100,300,100,13,5,1,1
0.100,300,200,24,2,1,6
0.100,300,250,31,4,1,853
0.100,1000,30,9,2,1,829
0.100,1000,50,7,2,1,1
0.100,1000,100,17,2,1,1
0.100,1000,200,19,2,1,2
0.100,1000,250,22,3,1,1
0.100,3000,30,5,2,1,1
0.100,3000,50,13,3,1,2
0.100,3000,100,12,2,1,4
0.100,3000,200,25,3,1,4
0.100,3000,250,32,5,1,2
0.100,6000,30,6,2,1,4
0.100,6000,50,11,2,1,7
0.100,6000,100,22,2,1,13
0.100,6000,200,21,3,1,17
0.100,6000,250,30,3,1,6
0.100,8000,30,6,2,1,10
0.100,8000,50,9,3,1,19
0.100,8000,100,15,3,1,39
0.100,8000,200,23,2,1,48
0.100,8000,250,28,2,1,9
0.100,8050,30,10,2,1,14
0.100,8050,50,13,2,1,29
0.100,8050,100,14,2,1,57
0.100,8050,200,20,2,1,1
0.100,8050,250,31,3,1,10
0.007,300,30,2,7,0,8
0.007,300,50,4,6,0,15
0.007,300,100,5,6,0,27
0.007,300,200,9,3,0,56
0.007,300,250,8,4,0,1
0.007,1000,30,2,9,0,9
0.007,1000,50,3,7,0,799
0.007,1000,100,3,4,0,867
0.007,1000,200,3,2,0,1
0.007,1000,250,5,2,0,1
0.007,3000,30,1,3,0,1
0.007,3000,50,5,21,0,1
0.007,3000,100,5,14,1,1
0.007,3000,200,10,5,1,2
0.007,3000,250,14,5,0,3
0.007,6000,30,1,10,0,4
0.007,6000,50,2,4,0,2
0.007,6000,100,8,7,1,3
0.007,6000,200,5,7,0,7
0.007,6000,250,5,11,0,13
0.007,8000,30,2,17,0,17
0.007,8000,50,6,9,1,6
0.007,8000,100,6,13,1,10
0.007,8000,200,6,6,1,17
0.007,8000,250,6,2,1,37
0.007,8050,30,4,8,1,45
0.007,8050,50,5,6,1,8
0.007,8050,100,4,2,1,15
0.007,8050,200,9,9,1,32
0.007,8050,250,12,6,1,49
0.010,300,30,2,5,0,1
0.010,300,50,7,5,1,8
0.010,300,100,6,3,0,10
0.010,300,200,11,6,0,15
0.010,300,250,8,4,0,29
0.010,1000,30,2,5,0,56
0.010,1000,50,3,2,0,1
0.010,1000,100,2,3,0,17
0.010,1000,200,4,2,0,858
0.010,1000,250,7,3,1,888
0.010,3000,30,6,6,1,1
0.010,3000,50,2,9,0,1
0.010,3000,100,7,10,1,1
0.010,3000,200,13,10,1,1
0.010,3000,250,15,10,0,1
0.010,6000,30,5,2,1,2
0.010,6000,50,5,6,1,4
0.010,6000,100,4,5,1,4
0.010,6000,200,10,11,1,2
0.010,6000,250,4,11,0,4
0.010,8000,30,4,12,1,7
0.010,8000,50,4,6,1,15
0.010,8000,100,6,5,1,16
0.010,8000,200,8,4,1,5
0.010,8000,250,7,3,1,10
0.010,8050,30,4,8,1,18
0.010,8050,50,5,2,1,35
0.010,8050,100,8,13,1,48
0.010,8050,200,14,10,1,9
0.010,8050,250,8,2,1,15
0.030,300,30,7,4,1,28
0.030,300,50,6,6,1,56
0.030,300,100,6,7,0,1
0.030,300,200,9,4,0,9
0.030,300,250,16,3,0,10
0.030,1000,30,4,2,1,15
0.030,1000,50,6,3,1,22
0.030,1000,100,7,4,0,57
0.030,1000,200,9,4,0,1
0.030,1000,250,16,4,1,10
0.030,3000,30,4,10,1,800
0.030,3000,50,6,5,1,841
0.030,3000,100,11,10,1,1
0.030,3000,200,19,2,1,1
0.030,3000,250,23,4,1,1
0.030,6000,30,4,3,1,1
0.030,6000,50,4,5,1,1
0.030,6000,100,7,3,1,2
0.030,6000,200,12,2,1,3
0.030,6000,250,18,6,1,4
0.030,8000,30,4,6,1,2
0.030,8000,50,9,3,1,4
0.030,8000,100,9,3,1,8
0.030,8000,200,9,2,1,13
0.030,8000,250,9,2,1,15
0.030,8050,30,5,6,1,6
0.030,8050,50,6,2,1,10
0.030,8050,100,13,4,1,18
0.030,8050,200,13,2,1,34
0.030,8050,250,17,4,1,41
0.070,300,30,8,2,1,8
0.070,300,50,6,6,0,15
0.070,300,100,17,2,1,29
0.070,300,200,20,2,1,57
0.070,300,250,30,4,1,1
0.070,1000,30,9,3,1,12
0.070,1000,50,10,4,1,10
0.070,1000,100,10,2,1,15
0.070,1000,200,17,2,1,23
0.070,1000,250,17,3,1,57
0.070,3000,30,5,3,1,1
0.070,3000,50,13,2,1,10
0.070,3000,100,10,6,1,828
0.070,3000,200,22,3,1,849
0.070,3000,250,31,2,1,1
0.070,6000,30,5,3,1,1
0.070,6000,50,7,2,1,1
0.070,6000,100,10,2,1,1
0.070,6000,200,20,3,1,1
0.070,6000,250,16,2,1,2
0.070,8000,30,4,4,1,3
0.070,8000,50,5,2,1,4
0.070,8000,100,12,4,1,2
0.070,8000,200,18,2,1,4
0.070,8000,250,23,3,1,7
0.070,8050,30,8,2,1,13
0.070,8050,50,7,2,1,17
0.070,8050,100,15,2,1,6
0.070,8050,200,18,3,1,11
0.070,8050,250,22,2,1,19
0.080,300,30,6,2,1,36
0.080,300,50,6,6,1,48
0.080,300,100,11,2,1,8
0.080,300,200,24,4,1,15
0.080,300,250,38,4,1,26
0.080,1000,30,4,2,1,54
0.080,1000,50,9,2,1,1
0.080,1000,100,12,2,1,3
0.080,1000,200,18,3,1,9
0.080,1000,250,22,2,1,15
0.080,3000,30,8,3,1,29
0.080,3000,50,5,4,1,57
0.080,3000,100,14,5,1,1
0.080,3000,200,21,7,1,10
0.080,3000,250,29,3,1,795
0.080,6000,30,7,2,1,882
0.080,6000,50,8,5,1,1
0.080,6000,100,11,2,1,1
0.080,6000,200,20,2,1,1
0.080,6000,250,22,2,1,1
0.080,8000,30,5,2,1,1
0.080,8000,50,5,3,1,2
0.080,8000,100,13,2,1,3
0.080,8000,200,27,2,1,4
0.080,8000,250,29,2,1,2
0.080,8050,30,4,2,1,4
0.080,8050,50,11,4,1,6
0.080,8050,100,11,2,1,14
0.080,8050,200,22,2,1,17
0.080,8050,250,29,2,1,6
0.100,300,30,7,3,1,10
0.100,300,50,15,3,1,18
0.100,300,100,15,3,1,35
0.100,300,200,21,5,0,49
0.100,300,250,33,2,1,10
0.100,1000,30,7,2,1,15
0.100,1000,50,13,2,1,29
0.100,1000,100,13,2,1,57
0.100,1000,200,24,2,1,1
0.100,1000,250,31,2,1,12
0.100,3000,30,6,2,1,9
0.100,3000,50,8,2,1,15
0.100,3000,100,18,3,1,28
0.100,3000,200,32,4,1,57
0.100,3000,250,36,5,1,1
0.100,6000,30,7,2,1,18
0.100,6000,50,7,2,1,796
0.100,6000,100,11,4,1,856
0.100,6000,200,27,4,1,1
0.100,6000,250,32,3,1,1
0.100,8000,30,6,3,1,1
0.100,8000,50,10,2,1,1
0.100,8000,100,12,3,1,1
0.100,8000,200,34,2,1,2
0.100,8000,250,22,2,1,4
0.100,8050,30,5,2,1,4
0.100,8050,50,10,2,1,2
0.100,8050,100,20,5,1,4
0.100,8050,200,24,2,1,7
0.100,8050,250,28,2,1,15
0.007,300,30,2,8,0,16
0.007,300,50,4,3,0,6
0.007,300,100,4,7,0,10
0.007,300,200,5,4,0,19
0.007,300,250,13,3,0,36
0.007,1000,30,4,4,1,44
0.007,1000,50,2,2,0,10
0.007,1000,100,5,3,1,16
0.007,1000,200,5,6,0,29
0.007,1000,250,7,4,0,55
0.007,3000,30,6,13,1,55
0.007,3000,50,2,9,0,10
0.007,3000,100,4,10,0,16
0.007,3000,200,10,21,0,29
0.007,3000,250,14,15,1,56
0.007,6000,30,5,3,1,1
0.007,6000,50,4,6,1,10
0.007,6000,100,6,8,1,831
0.007,6000,200,8,14,1,886
0.007,6000,250,4,16,0,1
0.007,8000,30,4,10,1,1
0.007,8000,50,6,3,1,1
0.007,8000,100,6,6,1,1
0.007,8000,200,5,12,1,1
0.007,8000,250,7,2,1,2
0.007,8050,30,4,7,1,3
0.007,8050,50,4,3,1,4
0.007,8050,100,6,3,1,2
0.007,8050,200,5,4,1,4
0.007,8050,250,7,3,1,7
0.010,300,30,2,7,0,13
0.010,300,50,2,2,0,17
0.010,300,100,2,4,0,6
0.010,300,200,13,3,0,10
0.010,300,250,15,7,1,18
0.010,1000,30,1,2,0,39
0.010,1000,50,1,4,0,45
0.010,1000,100,3,4,0,10
0.010,1000,200,6,5,1,15
0.010,1000,250,5,5,0,29
0.010,3000,30,7,15,1,55
0.010,3000,50,5,4,1,1
0.010,3000,100,3,9,0,10
0.010,3000,200,6,18,0,10
0.010,3000,250,14,13,0,15
0.010,6000,30,6,7,1,29
0.010,6000,50,6,12,1,55
0.010,6000,100,6,5,1,1
0.010,6000,200,9,10,1,10
0.010,6000,250,14,8,1,852
0.010,8000,30,8,3,1,908
0.010,8000,50,5,9,1,1
0.010,8000,100,4,4,1,1
0.010,8000,200,11,8,1,1
0.010,8000,250,7,4,1,1
0.010,8050,30,4,10,1,1
0.010,8050,50,6,6,1,2
0.010,8050,100,6,3,1,3
0.010,8050,200,10,4,1,4
0.010,8050,250,9,6,1,2
0.030,300,30,6,4,1,4
0.030,300,50,5,3,1,7
0.030,300,100,4,3,0,12
0.030,300,200,7,3,0,17
0.030,300,250,16,3,1,6
0.030,1000,30,4,4,1,9
0.030,1000,50,4,5,0,18
0.030,1000,100,9,4,1,34
0.030,1000,200,13,2,1,46
0.030,1000,250,18,2,1,9
0.030,3000,30,9,9,1,15
0.030,3000,50,7,4,1,28
0.030,3000,100,9,7,1,56
0.030,3000,200,12,7,1,1
0.030,3000,250,23,6,1,3
0.030,6000,30,4,3,1,10
0.030,6000,50,7,3,1,15
0.030,6000,100,13,4,1,30
0.030,6000,200,14,3,1,56
0.030,6000,250,19,2,1,57
0.030,8000,30,5,7,1,820
0.030,8000,50,8,4,1,835
0.030,8000,100,8,6,1,1
0.030,8000,200,13,2,1,1
0.030,8000,250,15,6,1,1
0.030,8050,30,4,5,1,1
0.030,8050,50,6,3,1,1
0.030,8050,100,7,3,1,2
0.030,8050,200,10,2,1,3
0.030,8050,250,14,3,1,5
0.070,300,30,4,2,1,2
0.070,300,50,8,4,1,3
0.070,300,100,14,3,0,7
0.070,300,200,16,4,0,14
0.070,300,250,32,2,1,16
0.070,1000,30,6,3,1,6
0.070,1000,50,6,4,1,10
0.070,1000,100,11,2,1,18
0.070,1000,200,26,2,1,35
0.070,1000,250,17,4,1,43
0.070,3000,30,5,6,1,10
0.070,3000,50,6,3,1,15
0.070,3000,100,12,4,1,29
0.070,3000,200,23,5,1,56
0.070,3000,250,29,3,1,1
0.070,6000,30,5,2,1,10
0.070,6000,50,6,3,1,9
0.070,6000,100,17,2,1,16
0.070,6000,200,16,2,1,30
0.070,6000,250,20,3,1,57
0.070,8000,30,6,2,1,1
0.070,8000,50,11,4,1,10
0.070,8000,100,9,2,1,893
0.070,8000,200,17,2,1,875
0.070,8000,250,24,2,1,1
0.070,8050,30,6,2,1,1
0.070,8050,50,7,2,1,1
0.070,8050,100,14,2,1,1
0.070,8050,200,22,3,1,1
0.070,8050,250,26,2,1,2
0.080,300,30,7,3,1,3
0.080,300,50,11,6,1,4
0.080,300,100,17,7,1,2
0.080,300,200,25,3,1,4
0.080,300,250,32,5,1,7
0.080,1000,30,7,3,1,13
0.080,1000,50,8,2,1,16
0.080,1000,100,12,3,1,5
0.080,1000,200,19,4,1,10
0.080,1000,250,29,2,1,19
0.080,3000,30,4,2,1,34
0.080,3000,50,6,3,1,45
0.080,3000,100,23,3,1,10
0.080,3000,200,26,4,1,15
0.080,3000,250,28,5,1,22
0.080,6000,30,8,2,1,55
0.080,6000,50,9,4,1,1
0.080,6000,100,15,3,1,8
0.080,6000,200,20,4,1,10
0.080,6000,250,25,5,1,15
0.080,8000,30,7,2,1,25
0.080,8000,50,8,3,1,57
0.080,8000,100,18,3,1,1
0.080,8000,200,25,3,1,10
0.080,8000,250,26,4,1,841
