MiningPower,NON,Height,Onchain,Orphan,BuildTime
0.080,300,200,6,12,17
0.080,300,250,7,11,28
0.080,1000,30,0,2,52
0.080,1000,50,3,2,1
0.080,1000,100,6,4,7
0.080,1000,200,16,7,15
0.080,1000,250,12,7,22
0.080,3000,30,3,1,39
0.080,3000,50,3,2,1
0.080,3000,100,2,0,12
0.080,3000,200,9,14,12
0.080,3000,250,11,14,23
0.080,6000,30,1,2,40
0.080,6000,50,3,5,1
0.080,6000,100,6,6,7
0.080,6000,200,14,13,898
0.080,6000,250,3,7,1
0.080,8000,30,3,2,1
0.080,8000,50,2,2,1
0.080,8000,100,3,7,2
0.080,8000,200,8,11,1
0.080,8050,30,1,2,1
0.080,8050,50,5,2,3
0.080,8050,100,3,2,5
0.080,8050,200,10,6,6
0.100,300,30,0,1,3
0.100,300,50,3,2,5
0.100,300,100,4,5,9
0.100,300,200,6,17,18
0.100,300,250,8,18,24
0.100,1000,30,2,1,9
0.100,1000,50,8,3,14
0.100,1000,100,9,3,28
0.100,1000,200,9,7,55
0.100,1000,250,20,5,14
0.100,3000,30,1,0,23
0.100,3000,50,1,4,43
0.100,3000,100,5,5,1
0.100,3000,200,4,9,21
0.100,3000,250,12,9,13
0.100,6000,30,1,2,21
0.100,6000,50,2,1,40
0.100,6000,100,14,3,1
0.100,6000,200,14,8,22
0.100,8000,30,2,2,897
0.100,8000,50,0,3,1
0.100,8000,100,3,7,1
0.100,8000,200,4,16,2
0.100,8050,30,3,1,2
0.100,8050,50,3,2,1
0.100,8050,100,5,2,1
0.100,8050,200,9,7,2
0.007,300,30,0,0,6
0.007,300,50,0,0,6
0.007,300,100,0,0,3
0.007,300,200,0,3,5
0.007,300,250,0,1,10
0.007,1000,30,0,0,20
0.007,1000,50,0,1,24
0.007,1000,100,1,0,9
0.007,1000,200,4,0,14
0.007,1000,250,0,0,21
0.007,3000,30,0,0,50
0.007,3000,50,0,1,1
0.007,3000,100,1,1,6
0.007,3000,200,0,1,13
0.007,3000,250,0,1,26
0.007,6000,30,0,0,44
0.007,6000,50,0,0,12
0.007,6000,100,1,0,20
0.007,6000,200,1,0,39
0.007,6000,250,2,3,1
0.007,8000,30,0,0,19
0.007,8000,50,0,0,917
0.007,8000,100,1,0,1
0.007,8050,30,0,0,1
0.007,8050,50,1,0,2
0.007,8050,100,1,0,2
0.010,300,30,0,1,1
0.010,300,50,0,0,1
0.010,300,100,1,0,3
0.010,300,200,0,3,5
0.010,300,250,0,5,7
0.010,1000,30,0,0,3
0.010,1000,50,2,0,5
0.010,1000,100,0,1,10
0.010,1000,200,2,2,19
0.010,1000,250,1,2,23
0.010,3000,30,0,0,9
0.010,3000,50,0,0,14
0.010,3000,100,1,3,26
0.010,3000,200,4,0,55
0.010,3000,250,1,2,1
0.010,6000,30,0,0,12
0.010,6000,50,0,1,14
0.010,6000,100,0,0,21
0.010,6000,200,1,0,40
0.010,6000,250,1,1,1
0.010,8000,30,0,1,25
0.010,8000,50,0,1,14
0.010,8000,100,2,2,19
0.010,8050,30,1,0,32
0.010,8050,50,1,0,1
0.010,8050,100,0,0,19
0.010,8050,200,1,0,905
0.030,300,30,0,0,1
0.030,300,50,1,2,1
0.030,300,100,0,3,2
0.030,300,200,3,7,2
0.030,300,250,0,6,1
0.030,1000,30,1,0,1
0.030,1000,50,1,0,3
0.030,1000,100,1,1,5
0.030,1000,200,5,2,6
0.030,1000,250,4,1,3
0.030,3000,30,1,1,5
0.030,3000,50,2,1,10
0.030,3000,100,3,0,20
0.030,3000,200,4,5,20
0.030,3000,250,2,5,10
0.030,6000,30,2,0,14
0.030,6000,50,0,2,28
0.030,6000,100,0,2,1
0.030,6000,200,7,4,4
0.030,6000,250,5,5,1
0.030,8000,30,0,0,14
0.030,8000,50,0,0,14
0.030,8000,100,1,1,22
0.030,8000,200,2,3,44
0.030,8050,30,1,1,14
0.030,8050,50,0,0,21
0.030,8050,100,1,2,41
0.030,8050,200,3,3,1
0.070,300,30,0,1,18
0.070,300,50,0,3,959
0.070,300,100,2,5,981
0.070,300,200,6,13,1
0.070,300,250,5,14,2
0.070,1000,30,2,0,2
0.070,1000,50,3,1,1
0.070,1000,100,6,2,1
0.070,1000,200,13,5,3
0.070,1000,250,6,7,5
0.070,3000,30,0,1,6
0.070,3000,50,1,3,3
0.070,3000,100,6,2,5
0.070,3000,200,10,6,10
0.070,3000,250,10,6,17
0.070,6000,30,1,1,25
0.070,6000,50,3,1,9
0.070,6000,100,3,5,15
0.070,6000,200,5,10,26
0.070,6000,250,8,9,58
0.070,8000,30,1,0,1
0.070,8000,50,2,0,13
0.070,8000,100,2,3,15
0.070,8000,200,6,10,22
0.070,8050,30,1,1,39
0.070,8050,50,2,0,1
0.070,8050,100,0,2,18
0.080,300,30,0,3,11
0.080,300,50,0,2,22
0.080,300,100,0,6,42
0.080,300,200,2,9,1
0.080,300,250,3,7,18
0.080,1000,30,4,2,880
0.080,1000,50,2,2,1
0.080,1000,100,8,2,1
0.080,1000,200,16,9,2
0.080,1000,250,11,7,2
0.080,3000,30,4,0,1
0.080,3000,50,1,4,1
0.080,3000,100,6,3,3
0.080,3000,200,4,8,5
0.080,3000,250,7,12,6
0.080,6000,30,0,1,4
0.080,6000,50,0,1,5
0.080,6000,100,4,3,10
0.080,6000,200,7,5,19
0.080,8000,30,0,1,23
0.080,8000,50,0,4,10
0.080,8000,100,2,5,14
0.080,8050,30,0,1,29
0.080,8050,50,3,0,57
0.080,8050,100,7,4,1
0.080,8050,200,6,6,8
0.100,300,30,2,3,13
0.100,300,50,0,5,21
0.100,300,100,0,7,38
0.100,300,200,6,14,1
0.100,300,250,8,16,19
0.100,1000,30,2,1,13
0.100,1000,50,4,2,19
0.100,1000,100,9,5,41
0.100,1000,200,12,5,1
0.100,1000,250,16,12,24
0.100,3000,30,3,1,948
0.100,3000,50,2,1,973
0.100,3000,100,9,3,1
0.100,3000,200,9,9,2
0.100,3000,250,14,16,2
0.100,6000,30,0,2,1
0.100,6000,50,1,4,1
0.100,6000,100,8,8,3
0.100,6000,200,12,8,5
0.100,6000,250,8,14,6
0.100,8000,30,0,2,4
0.100,8000,50,2,2,5
0.100,8000,100,6,6,11
0.100,8000,200,9,11,20
0.100,8050,30,5,1,24
0.100,8050,50,4,4,9
0.100,8050,100,11,1,15
0.007,300,30,0,0,26
0.007,300,50,0,0,50
0.007,300,100,0,1,1
0.007,300,200,0,3,10
0.007,300,250,1,0,13
0.007,1000,30,0,0,24
0.007,1000,50,1,0,45
0.007,1000,100,0,1,1
0.007,1000,200,6,1,19
0.007,1000,250,2,2,13
0.007,3000,30,0,0,21
0.007,3000,50,0,1,37
0.007,3000,100,0,1,1
0.007,3000,200,2,1,15
0.007,3000,250,3,2,890
0.007,6000,30,0,0,953
0.007,6000,50,0,1,1
0.007,6000,100,1,1,2
0.007,6000,200,1,2,2
0.007,8000,30,0,1,1
0.007,8000,50,0,0,1
0.007,8000,100,0,1,2
0.007,8000,200,2,1,5
0.007,8050,30,0,1,6
0.007,8050,50,0,0,3
0.007,8050,100,1,0,6
0.007,8050,200,1,1,10
0.010,300,30,0,0,17
0.010,300,50,0,0,25
0.010,300,100,0,1,8
0.010,300,200,0,2,14
0.010,300,250,1,3,31
0.010,1000,30,0,0,49
0.010,1000,50,1,0,13
0.010,1000,100,0,1,20
0.010,1000,200,0,0,43
0.010,1000,250,1,0,13
0.010,3000,30,0,0,22
0.010,3000,50,0,0,39
0.010,3000,100,1,0,1
0.010,3000,200,0,0,18
0.010,3000,250,3,0,905
0.010,6000,30,0,0,970
0.010,6000,50,1,0,1
0.010,6000,100,1,0,1
0.010,6000,200,1,0,2
0.010,8000,30,0,0,1
0.010,8000,50,0,1,1
0.010,8000,100,0,2,3
0.010,8050,30,1,0,5
0.010,8050,50,2,0,7
0.010,8050,100,0,1,4
0.010,8050,200,0,1,5
0.030,300,30,0,2,10
0.030,300,50,0,1,19
0.030,300,100,2,5,26
0.030,300,200,0,3,9
0.030,300,250,3,7,14
0.030,1000,30,1,2,28
0.030,1000,50,0,4,54
0.030,1000,100,1,1,1
0.030,1000,200,9,5,6
0.030,1000,250,7,3,14
0.030,3000,30,2,1,19
0.030,3000,50,1,2,44
0.030,3000,100,1,2,13
0.030,3000,200,2,1,21
0.030,3000,250,8,2,39
0.030,6000,30,1,0,886
0.030,6000,50,0,0,1
0.030,6000,100,4,3,1
0.030,6000,200,3,4,1
0.030,6000,250,6,6,2
0.030,8000,30,0,2,1
0.030,8000,50,0,0,1
0.030,8000,100,0,0,3
0.030,8000,200,0,5,5
0.030,8050,30,2,0,6
0.030,8050,50,2,0,3
0.030,8050,100,3,0,5
0.030,8050,200,7,1,9
0.070,300,30,0,1,21
0.070,300,50,1,2,22
0.070,300,100,2,1,10
0.070,300,200,3,11,14
0.070,300,250,7,16,28
0.070,1000,30,2,0,1
0.070,1000,50,1,1,1
0.070,1000,100,4,5,1
0.070,1000,200,14,4,7
0.070,1000,250,11,6,14
0.070,3000,30,2,1,23
0.070,3000,50,4,2,43
0.070,3000,100,4,0,1
0.070,3000,200,7,7,31
0.070,3000,250,13,13,13
0.070,6000,30,2,2,21
0.070,6000,50,2,2,40
0.070,6000,100,7,4,918
0.070,6000,200,7,8,984
0.070,6000,250,5,6,1
0.070,8000,30,0,1,1
0.070,8000,50,0,1,2
0.070,8000,100,1,4,1
0.070,8000,200,2,12,1
0.070,8050,30,0,0,3
0.070,8050,50,2,2,5
0.070,8050,100,4,5,6
0.070,8050,200,11,4,3
0.080,300,30,0,1,6
0.080,300,50,1,2,10
0.080,300,100,1,5,22
0.080,300,200,7,12,25
0.080,300,250,10,14,9
0.080,1000,30,2,1,15
0.080,1000,50,2,2,26
0.080,1000,100,6,3,57
0.080,1000,200,14,8,15
0.080,1000,250,20,8,24
0.080,3000,30,3,1,47
0.080,3000,50,0,3,1
0.080,3000,100,3,3,27
0.080,3000,200,8,11,13
0.080,3000,250,5,10,22
0.080,6000,30,2,1,39
0.080,6000,50,7,1,1
0.080,6000,100,6,1,20
0.080,6000,200,8,7,913
0.080,8000,30,0,1,969
0.080,8000,50,0,3,1
0.080,8000,100,2,6,2
0.080,8050,30,4,0,2
0.080,8050,50,5,2,1
0.080,8050,100,5,1,1
0.080,8050,200,5,7,3
0.100,300,30,0,1,5
0.100,300,50,0,8,7
0.100,300,100,0,7,4
0.100,300,200,8,11,6
0.100,300,250,9,18,10
0.100,1000,30,0,0,18
0.100,1000,50,3,4,24
0.100,1000,100,11,3,10
0.100,1000,200,13,8,15
0.100,1000,250,13,9,30
0.100,3000,30,2,2,56
0.100,3000,50,0,6,1
0.100,3000,100,7,6,4
0.100,3000,200,8,11,14
0.100,3000,250,15,11,22
0.100,6000,30,2,4,53
0.100,6000,50,1,3,16
0.100,6000,100,6,6,22
0.100,6000,200,19,8,42
0.100,6000,250,16,11,1
0.100,8000,30,0,0,18
0.100,8000,50,0,3,866
0.100,8000,100,4,8,1
0.100,8050,30,1,1,1
0.100,8050,50,4,1,1
0.100,8050,100,5,4,2
0.100,8050,200,22,3,1
0.007,300,30,0,0,1
0.007,300,50,0,0,3
0.007,300,100,0,0,5
0.007,300,200,0,2,6
0.007,300,250,0,2,3
0.007,1000,30,0,0,6
0.007,1000,50,1,0,9
0.007,1000,100,1,0,20
0.007,1000,200,5,2,24
0.007,1000,250,1,1,10
0.007,3000,30,0,0,14
0.007,3000,50,0,0,30
0.007,3000,100,1,0,51
0.007,3000,200,0,3,1
0.007,3000,250,1,1,9
0.007,6000,30,0,1,14
0.007,6000,50,1,1,22
0.007,6000,100,0,1,41
0.007,6000,200,0,3,1
0.007,6000,250,1,0,24
0.007,8000,30,0,0,16
0.007,8000,50,0,1,25
0.007,8000,100,0,0,47
0.007,8050,30,0,0,1
0.007,8050,50,0,0,10
0.007,8050,100,0,0,974
0.007,8050,200,1,1,1
0.010,300,30,0,1,1
0.010,300,50,0,1,2
0.010,300,100,0,0,2
0.010,300,200,0,3,1
0.010,300,250,0,4,2
0.010,1000,30,2,0,3
0.010,1000,50,0,0,5
0.010,1000,100,2,0,6
0.010,1000,200,2,1,3
0.010,1000,250,2,1,5
0.010,3000,30,1,0,10
0.010,3000,50,1,1,20
0.010,3000,100,1,2,27
0.010,3000,200,0,2,10
0.010,3000,250,1,1,16
0.010,6000,30,0,1,31
0.010,6000,50,0,0,1
0.010,6000,100,2,3,3
0.010,6000,200,1,0,1
0.010,6000,250,1,0,11
0.010,8000,30,0,0,15
0.010,8000,50,0,1,17
0.010,8000,100,0,0,44
0.010,8000,200,1,2,1
0.010,8050,30,0,0,31
0.010,8050,50,0,0,13
0.010,8050,100,1,0,20
0.010,8050,200,1,0,45
0.030,300,30,0,0,1
0.030,300,50,0,1,19
0.030,300,100,1,1,909
0.030,300,200,1,5,1
0.030,300,250,3,9,1
0.030,1000,30,0,0,2
0.030,1000,50,2,1,2
0.030,1000,100,4,1,1
0.030,1000,200,3,0,2
0.030,1000,250,3,2,3
0.030,3000,30,1,0,5
0.030,3000,50,1,1,6
0.030,3000,100,0,0,4
0.030,3000,200,0,5,6
0.030,3000,250,1,8,10
0.030,6000,30,1,0,20
0.030,6000,50,2,2,29
0.030,6000,100,1,3,10
0.030,6000,200,3,6,16
0.030,6000,250,3,4,29
0.030,8000,30,0,1,1
0.030,8000,50,0,2,1
0.030,8000,100,0,3,1
0.030,8050,30,1,0,14
0.030,8050,50,2,0,13
0.030,8050,100,3,1,26
0.070,300,30,0,3,47
0.070,300,50,1,2,1
0.070,300,100,4,4,30
0.070,300,200,4,10,15
0.070,300,250,2,17,22
0.070,1000,30,3,1,39
0.070,1000,50,2,2,1
0.070,1000,100,6,5,18
0.070,1000,200,15,6,1
0.070,1000,250,8,15,1
0.070,3000,30,0,1,1
0.070,3000,50,0,1,2
0.070,3000,100,2,6,2
0.070,3000,200,6,3,1
0.070,3000,250,8,11,1
0.070,6000,30,1,3,3
0.070,6000,50,3,6,5
0.070,6000,100,2,1,7
0.070,6000,200,4,10,4
0.070,6000,250,6,11,5
0.070,8000,30,0,3,9
0.070,8000,50,0,3,20
0.070,8000,100,1,10,27
0.070,8050,30,2,2,9
0.070,8050,50,3,3,15
0.070,8050,100,3,2,30
0.070,8050,200,9,8,1
0.080,300,30,0,0,6
0.080,300,50,3,2,1
0.080,300,100,2,5,9
0.080,300,200,6,13,13
0.080,300,250,16,14,25
0.080,1000,30,2,2,47
0.080,1000,50,2,2,1
0.080,1000,100,4,5,32
0.080,1000,200,8,9,13
0.080,1000,250,5,8,23
0.080,3000,30,2,1,35
0.080,3000,50,4,2,1
0.080,3000,100,6,3,23
0.080,3000,200,6,6,965
0.080,3000,250,10,11,1
0.080,6000,30,0,4,1
0.080,6000,50,1,0,2
0.080,6000,100,6,7,2
0.080,6000,200,16,7,1
0.080,6000,250,10,11,1
0.080,8000,30,0,0,3
0.080,8000,50,0,5,5
0.080,8000,100,2,7,7
0.080,8050,30,1,1,4
0.080,8050,50,0,1,6
0.080,8050,100,0,5,11
0.080,8050,200,19,2,22
0.100,300,30,1,2,26
0.100,300,50,2,7,10
0.100,300,100,4,7,16
0.100,300,200,3,15,31
0.100,300,250,9,15,1
0.100,1000,30,0,0,3
0.100,1000,50,3,2,13
0.100,1000,100,7,4,25
0.100,1000,200,11,8,46
0.100,1000,250,20,13,1
0.100,3000,30,0,5,34
0.100,3000,50,4,3,16
0.100,3000,100,4,6,23
0.100,3000,200,10,8,41
0.100,3000,250,10,11,1
0.100,6000,30,0,1,26
0.100,6000,50,3,1,964
0.100,6000,100,10,6,1
0.100,6000,200,8,10,1
0.100,6000,250,7,15,1
0.100,8000,30,0,1,2
0.100,8000,50,2,2,1
0.100,8000,100,4,3,2
0.100,8000,200,9,18,3
0.100,8050,30,3,0,6
0.100,8050,50,3,0,6
0.100,8050,100,6,2,3
0.007,300,30,0,1,6
0.007,300,50,1,0,10
0.007,300,100,0,0,20
0.007,300,200,1,1,23
0.007,300,250,0,2,10
0.007,1000,30,1,0,17
0.007,1000,50,0,1,30
0.007,1000,100,0,0,56
0.007,1000,200,1,0,1
0.007,1000,250,5,0,16
0.007,3000,30,0,0,15
0.007,3000,50,0,1,24
0.007,3000,100,0,1,45
0.007,3000,200,1,0,15
0.007,3000,250,0,2,21
0.007,6000,30,0,0,41
0.007,6000,50,0,1,988
0.007,6000,100,1,0,1
0.007,6000,200,0,2,1
0.007,6000,250,0,1,2
0.007,8000,30,0,0,2
0.007,8000,50,0,0,1
0.007,8000,100,0,0,2
0.007,8000,200,0,0,3
0.007,8050,30,0,0,5
0.007,8050,50,1,0,7
0.007,8050,100,0,0,4
0.007,8050,200,2,0,6
0.010,300,30,0,1,11
0.010,300,50,0,0,19
0.010,300,100,0,0,29
0.010,300,200,1,2,10
0.010,300,250,0,2,15
0.010,1000,30,0,0,32
0.010,1000,50,1,1,58
0.010,1000,100,0,0,1
0.010,1000,200,1,1,17
0.010,1000,250,2,2,17
0.010,3000,30,0,0,22
0.010,3000,50,0,0,46
0.010,3000,100,0,0,14
0.010,3000,200,1,0,22
0.010,3000,250,0,2,45
0.010,6000,30,0,0,1
0.010,6000,50,1,0,28
0.010,6000,100,0,2,1
0.010,6000,200,0,1,1
0.010,6000,250,0,1,1
0.010,8000,30,0,1,1
0.010,8000,50,0,2,2
0.010,8000,100,0,1,1
0.010,8050,30,0,0,2
0.010,8050,50,1,0,3
0.010,8050,100,0,0,5
0.010,8050,200,1,0,6
0.030,300,30,0,0,3
0.030,300,50,0,1,5
0.030,300,100,0,3,11
0.030,300,200,2,6,21
0.030,300,250,2,6,21
0.030,1000,30,0,0,9
0.030,1000,50,1,0,16
0.030,1000,100,3,2,30
0.030,1000,200,3,5,1
0.030,1000,250,4,2,1
0.030,3000,30,1,2,10
0.030,3000,50,0,2,15
0.030,3000,100,1,1,26
0.030,3000,200,4,5,46
0.030,3000,250,5,5,1
0.030,6000,30,0,0,32
0.030,6000,50,2,1,15
0.030,6000,100,1,1,23
0.030,6000,200,0,4,45
0.030,6000,250,2,6,1
0.030,8000,30,0,1,19
0.030,8000,50,0,2,1
0.030,8000,100,0,7,1
0.030,8000,200,0,6,1
0.030,8050,30,0,0,1
0.030,8050,50,0,1,2
0.030,8050,100,0,0,1
0.030,8050,200,6,1,2
0.070,300,30,0,2,3
0.070,300,50,0,3,5
0.070,300,100,1,6,7
0.070,300,200,1,7,4
0.070,300,250,4,11,6
0.070,1000,30,0,0,11
0.070,1000,50,2,2,20
0.070,1000,100,4,1,25
0.070,1000,200,13,2,10
0.070,1000,250,11,10,16
0.070,3000,30,0,0,31
0.070,3000,50,1,4,1
0.070,3000,100,6,4,55
0.070,3000,200,5,14,15
0.070,3000,250,13,16,26
0.070,6000,30,3,1,47
0.070,6000,50,2,0,1
0.070,6000,100,3,2,36
0.070,6000,200,4,7,12
0.070,6000,250,8,15,23
0.070,8000,30,0,2,46
0.070,8000,50,0,2,965
0.070,8000,100,0,5,1
0.070,8000,200,1,13,1
0.070,8050,30,0,1,2
0.070,8050,50,4,1,2
0.070,8050,100,8,0,1
0.080,300,30,0,3,2
0.080,300,50,0,2,3
0.080,300,100,2,3,6
0.080,300,200,2,7,7
0.080,300,250,2,11,4
0.080,1000,30,0,1,6
0.080,1000,50,1,0,12
0.080,1000,100,4,0,19
0.080,1000,200,11,4,25
0.080,1000,250,8,8,11
0.080,3000,30,1,0,18
0.080,3000,50,3,5,31
0.080,3000,100,5,4,56
0.080,3000,200,5,9,16
0.080,3000,250,9,7,25
0.080,6000,30,2,1,50
0.080,6000,50,2,3,15
0.080,6000,100,4,3,21
0.080,6000,200,4,8,46
0.080,8000,30,1,2,1
0.080,8000,50,1,5,21
0.080,8000,100,0,3,994
0.080,8050,30,1,0,1
0.080,8050,50,1,0,1
0.080,8050,100,9,1,2
0.080,8050,200,12,6,2
0.100,300,30,3,1,1
0.100,300,50,2,4,2
0.100,300,100,4,5,3
0.100,300,200,9,11,5
0.100,300,250,4,19,7
0.100,1000,30,0,3,3
0.100,1000,50,3,0,6
0.100,1000,100,8,6,11
0.100,1000,200,8,8,22
0.100,1000,250,23,9,27
0.100,3000,30,0,1,10
0.100,3000,50,0,4,16
0.100,3000,100,5,3,24
0.100,3000,200,8,7,57
0.100,3000,250,24,12,1
0.100,6000,30,0,2,11
0.100,6000,50,1,2,13
0.100,6000,100,3,9,21
0.100,6000,200,9,7,42
0.100,8000,30,0,0,1
0.100,8000,50,3,4,35
0.100,8000,100,4,7,12
0.100,8000,200,6,13,23
0.100,8050,30,6,0,38
0.100,8050,50,6,3,894
0.100,8050,100,5,4,1
0.100,8050,200,11,3,1
0.007,300,30,0,0,1
0.007,300,50,0,0,2
0.007,300,100,0,0,1
0.007,300,200,0,0,2
0.007,300,250,0,3,3
0.007,1000,30,0,0,5
0.007,1000,50,0,0,6
0.007,1000,100,1,0,4
0.007,1000,200,3,0,5
0.007,1000,250,6,0,10
0.007,3000,30,0,0,20
0.007,3000,50,0,0,21
0.007,3000,100,2,0,9
0.007,3000,200,0,0,16
0.007,3000,250,2,0,28
0.007,6000,30,0,1,54
0.007,6000,50,0,0,15
0.007,6000,100,2,0,23
0.007,6000,200,1,0,35
0.007,6000,250,0,4,1
0.007,8000,30,0,0,24
0.007,8000,50,0,1,14
0.007,8000,100,0,0,23
0.007,8050,30,1,0,36
0.007,8050,50,0,0,1
0.007,8050,100,1,0,14
0.010,300,30,0,1,901
0.010,300,50,0,0,990
0.010,300,100,0,0,1
0.010,300,200,0,2,1
0.010,300,250,0,2,2
0.010,1000,30,0,0,1
0.010,1000,50,0,0,2
0.010,1000,100,0,1,3
0.010,1000,200,2,1,5
0.010,1000,250,2,0,6
0.010,3000,30,2,0,4
0.010,3000,50,0,1,5
0.010,3000,100,0,1,10
0.010,3000,200,0,2,21
0.010,3000,250,2,4,27
0.010,6000,30,0,0,9
0.010,6000,50,0,0,15
0.010,6000,100,1,1,28
0.010,6000,200,3,1,57
0.010,6000,250,2,3,16
0.010,8000,30,0,0,24
0.010,8000,50,0,0,45
0.010,8000,100,0,1,15
0.010,8050,30,0,0,22
0.010,8050,50,0,0,40
0.010,8050,100,0,0,1
0.010,8050,200,1,1,14
0.030,300,30,0,2,1
0.030,300,50,0,1,936
0.030,300,100,0,2,1
0.030,300,200,2,4,2
0.030,300,250,5,5,2
0.030,1000,30,0,0,1
0.030,1000,50,1,1,1
0.030,1000,100,3,0,3
0.030,1000,200,3,2,5
0.030,1000,250,7,4,6
0.030,3000,30,1,0,3
0.030,3000,50,0,1,6
0.030,3000,100,1,4,10
0.030,3000,200,1,4,19
0.030,3000,250,6,9,26
0.030,6000,30,0,2,9
0.030,6000,50,2,0,14
0.030,6000,100,1,0,28
0.030,6000,200,3,5,57
0.030,6000,250,1,6,1
0.030,8000,30,0,2,11
0.030,8000,50,0,2,15
0.030,8000,100,0,1,23
0.030,8000,200,0,11,43
0.030,8050,30,0,0,1
0.030,8050,50,2,2,28
0.030,8050,100,2,1,15
0.030,8050,200,8,3,23
0.070,300,30,0,4,35
0.070,300,50,0,3,1
0.070,300,100,3,1,22
0.070,300,200,4,12,910
0.070,300,250,4,10,1
0.070,1000,30,2,3,1
0.070,1000,50,1,0,2
0.070,1000,100,7,3,2
0.070,1000,200,9,4,1
0.070,1000,250,10,4,1
0.070,3000,30,1,3,3
0.070,3000,50,0,1,5
0.070,3000,100,3,7,7
0.070,3000,200,7,6,4
0.070,3000,250,10,7,6
0.070,6000,30,0,0,10
0.070,6000,50,2,1,19
0.070,6000,100,3,3,23
0.070,6000,200,9,8,11
0.070,8000,30,0,2,16
0.070,8000,50,0,3,33
0.070,8000,100,0,2,1
0.070,8000,200,1,8,4
0.070,8050,30,1,0,1
0.070,8050,50,3,0,15
0.070,8050,100,3,0,18
0.070,8050,200,11,3,28
0.080,300,30,0,2,54
0.080,300,50,3,3,1
0.080,300,100,7,8,24
0.080,300,200,2,14,12
0.080,300,250,2,20,27
0.080,1000,30,1,0,47
0.080,1000,50,1,1,1
0.080,1000,100,8,4,24
0.080,1000,200,11,3,1
0.080,1000,250,9,10,1
0.080,3000,30,3,1,1
0.080,3000,50,0,2,2
0.080,3000,100,5,5,2
0.080,3000,200,5,14,1
0.080,3000,250,7,7,2
0.080,6000,30,0,1,3
0.080,6000,50,2,0,5
0.080,6000,100,3,6,7
0.080,6000,200,6,13,4
0.080,8000,30,0,1,6
0.080,8000,50,0,6,11
0.080,8000,100,0,6,21
0.080,8050,30,0,1,29
0.080,8050,50,0,2,10
0.080,8050,100,7,7,18
0.080,8050,200,19,5,30
0.100,300,30,0,2,1
0.100,300,50,1,2,3
0.100,300,100,0,9,14
0.100,300,200,4,21,25
0.100,300,250,12,17,42
0.100,1000,30,4,3,16
0.100,1000,50,6,1,21
0.100,1000,100,11,3,42
0.100,1000,200,20,6,1
0.100,1000,250,23,9,43
0.100,3000,30,0,1,932
0.100,3000,50,2,3,1
0.100,3000,100,9,5,1
0.100,3000,200,13,11,1
0.100,3000,250,14,14,2
0.100,6000,30,0,2,1
0.100,6000,50,5,5,2
0.100,6000,100,6,3,3
0.100,6000,200,18,8,5
0.100,6000,250,13,9,6
0.100,8000,30,0,7,4
0.100,8000,50,1,5,5
0.100,8000,100,2,11,11
0.100,8000,200,1,15,23
0.100,8050,30,0,0,32
0.100,8050,50,1,2,11
0.100,8050,100,8,4,17
0.100,8050,200,10,6,31
0.007,300,30,0,0,1
0.007,300,50,0,2,10
0.007,300,100,0,2,1
0.007,300,200,0,2,14
0.007,300,250,0,4,18
0.007,1000,30,0,0,26
0.007,1000,50,0,0,48
0.007,1000,100,0,0,15
0.007,1000,200,7,1,21
0.007,1000,250,4,2,49
0.007,3000,30,0,0,1
0.007,3000,50,0,0,31
0.007,3000,100,1,1,947
0.007,3000,200,0,1,1
0.007,3000,250,1,0,1
0.007,6000,30,1,0,2
0.007,6000,50,0,0,2
0.007,6000,100,1,0,1
0.007,6000,200,1,1,2
0.007,6000,250,3,2,3
0.007,8000,30,0,0,5
0.007,8000,50,0,2,7
0.007,8000,100,0,0,4
0.007,8000,200,0,2,6
0.007,8050,30,1,0,11
0.007,8050,50,0,0,24
0.007,8050,100,1,1,31
0.007,8050,200,2,0,11
0.010,300,30,0,0,18
0.010,300,50,0,0,32
0.010,300,100,0,0,1
0.010,300,200,2,5,2
0.010,300,250,0,0,1
0.010,1000,30,0,0,10
0.010,1000,50,0,0,16
0.010,1000,100,1,0,24
0.010,1000,200,3,2,48
0.010,1000,250,4,1,14
0.010,3000,30,0,1,24
0.010,3000,50,2,0,42
0.010,3000,100,1,1,1
0.010,3000,200,3,4,23
0.010,3000,250,4,1,860
0.010,6000,30,0,0,1
0.010,6000,50,0,1,1
0.010,6000,100,0,1,1
0.010,6000,200,2,4,2
0.010,6000,250,0,0,1
0.010,8000,30,0,0,1
0.010,8000,50,0,0,3
0.010,8000,100,0,2,5
0.010,8050,30,0,0,6
0.010,8050,50,1,0,3
0.010,8050,100,3,0,5
0.010,8050,200,1,1,11
0.030,300,30,0,1,20
0.030,300,50,0,0,24
0.030,300,100,0,1,10
0.030,300,200,2,3,15
0.030,300,250,2,7,30
0.030,1000,30,2,0,55
0.030,1000,50,1,0,1
0.030,1000,100,1,2,13
0.030,1000,200,4,4,14
0.030,1000,250,8,4,22
0.030,3000,30,0,1,42
0.030,3000,50,0,1,1
0.030,3000,100,2,2,25
0.030,3000,200,2,7,13
0.030,3000,250,0,4,20
0.030,6000,30,1,0,44
0.030,6000,50,0,1,1
0.030,6000,100,3,1,32
0.030,6000,200,5,0,984
0.030,6000,250,4,9,1
0.030,8000,30,1,2,1
0.030,8000,50,0,2,2
0.030,8000,100,1,0,2
0.030,8000,200,0,4,1
0.030,8050,30,0,0,2
